,id,text,clean,sent,username,chatroom,mention,ngrams,involved,back_and_forth,bigrams,discussionId
57,58,OCD comment: remove your commented code,use appium android sdk apk installation get error never see beforedevice api level,2016-11-30 19:57:19,stevekane,test_Typescript,0,0,0,0,a use,[10]
58,59,??,use appium android sdk apk installation get error never see beforedevice api level,2016-11-30 19:58:23,jacobus-brogly,test_Typescript,0,0,1,0,a use,[9]
59,60,[<-LINK->] tons of commented out content here,use appium android sdk apk installation get error never see beforedevice api level,2016-11-30 19:58:40,stevekane,test_Typescript,0,0,1,0,a use,[10]
60,61,just makes your clarity worse as reviewer and author,use appium android sdk apk installation get error never see beforedevice api level,2016-11-30 19:58:49,stevekane,test_Typescript,0,0,1,0,a use,[10]
61,62,lol,sankleta run appiumdoctor command post log,2016-11-30 19:59:23,jacobus-brogly,test_Typescript,0,0,1,0,command or,[9]
62,63,"thats 30 lines, in a 60 line test program",sankleta run appiumdoctor command post log,2016-11-30 19:59:38,jacobus-brogly,test_Typescript,0,0,1,0,command or,[9]
63,64,using greek letters is charming but ultimately bad for working with your code,info appiumdoctor appium doctor,2016-11-30 19:59:45,dtabuenc,test_Typescript,0,0,0,1,,[9]
64,65,its statistics,info appiumdoctor appium doctor,2016-11-30 19:59:59,jacobus-brogly,test_Typescript,0,0,1,0,,[9]
65,66,sigma,info appiumdoctor appium doctor,2016-11-30 20:00:01,jacobus-brogly,test_Typescript,0,0,1,0,,[9]
66,67,D3 gave me the idea,info appiumdoctor appium doctor,2016-11-30 20:00:07,jacobus-brogly,test_Typescript,0,0,1,0,,[9]
67,68,I know but it just makes it harder to work with it.,info appiumdoctor appium doctor,2016-11-30 20:00:16,dtabuenc,test_Typescript,0,0,1,1,,[9]
68,69,they us greeks like no other,info appiumdoctor appium doctor,2016-11-30 20:00:17,jacobus-brogly,test_Typescript,0,0,1,0,,[9]
69,70,people have to figure ou how to type that on a keyboard.,info appiumdoctor appium doctor,2016-11-30 20:00:23,dtabuenc,test_Typescript,0,0,1,1,,"[9, 11]"
70,71,or alt-code,info appiumdoctor appium doctor,2016-11-30 20:00:24,dtabuenc,test_Typescript,0,0,1,1,,"[9, 11]"
71,72,it's annoying,info appiumdoctor appium doctor,2016-11-30 20:00:26,dtabuenc,test_Typescript,0,0,1,1,,"[9, 11]"
72,73,although it might look visually prettier,info appiumdoctor appium doctor,2016-11-30 20:00:33,dtabuenc,test_Typescript,0,0,1,1,,"[9, 11]"
73,74,"i will keep it, but thanks",info appiumdoctor appium doctor,2016-11-30 20:00:42,jacobus-brogly,test_Typescript,0,0,1,0,,[9]
74,75,I'd rather seelet sigma =,info appiumdoctor appium doctor,2016-11-30 20:00:42,dtabuenc,test_Typescript,0,0,1,0,,[9]
75,76,Maybe do it like es6 with Number.EPSILON,info appiumdoctor appium doctor,2016-11-30 20:00:52,con-ssc,test_Typescript,0,0,0,0,,[]
76,77,sigma is not a constant like PI or Epsilon,info appiumdoctor appium doctor,2016-11-30 20:01:19,jacobus-brogly,test_Typescript,0,0,1,0,,[9]
77,78,Lately I've been also trying to use const more instead of let,info appiumdoctor appium doctor,2016-11-30 20:01:24,dtabuenc,test_Typescript,0,0,1,0,,[9]
78,79,only going to let when I need to,info appiumdoctor appium doctor,2016-11-30 20:01:30,dtabuenc,test_Typescript,0,0,1,0,,[9]
79,80,I agree w/@dtabuencand@jacobus-brogly,info appiumdoctor appium doctor,2016-11-30 20:01:38,stevekane,test_Typescript,1,0,0,0,,[9]
80,81,yes const is pretty handy,info appiumdoctor appium doctor,2016-11-30 20:01:40,con-ssc,test_Typescript,0,0,0,0,,[]
81,82,it seems to catch a lot more problems,info appiumdoctor appium doctor,2016-11-30 20:01:46,dtabuenc,test_Typescript,0,0,1,0,,[9]
82,83,I think symbols are fantastic conceptually and ligatures are a great example of their effectiveness,info appiumdoctor appium doctor,2016-11-30 20:01:52,stevekane,test_Typescript,0,0,1,0,,[9]
83,84,with unintended reference re-assignment,info appiumdoctor appium doctor,2016-11-30 20:01:54,dtabuenc,test_Typescript,0,0,1,0,,[9]
84,85,but they are still challenging to type :/,info appiumdoctor appium doctor,2016-11-30 20:01:59,stevekane,test_Typescript,0,0,1,0,,"[9, 11]"
85,86,"so no comments on structure , templating, .. thats good",info appiumdoctor appium doctor,2016-11-30 20:02:12,jacobus-brogly,test_Typescript,0,0,1,0,,[9]
86,87,So you are going for a rogue-like?,info appiumdoctor appium doctor,2016-11-30 20:02:30,con-ssc,test_Typescript,0,0,0,0,,[]
87,88,we're getting the bike-shedding out of the way first,sankleta post desire cap device android version,2016-11-30 20:02:36,stevekane,test_Typescript,0,0,1,0,,[11]
88,89,we'll start on substance soon,sankleta post desire cap device android version,2016-11-30 20:02:41,stevekane,test_Typescript,0,0,1,0,,[11]
89,90,lol,sure heredef setup desiredcaps desiredcapsplatformname android desiredcapsplatformversion desiredcapsdevicename mrcucumber desiredcapsapp apk device well,2016-11-30 20:03:00,dtabuenc,test_Typescript,0,0,0,0,a me,[12]
90,91,this is very representative of ANY time you ask for feedback lol,sure heredef setup desiredcaps desiredcapsplatformname android desiredcapsplatformversion desiredcapsdevicename mrcucumber desiredcapsapp apk device well,2016-11-30 20:03:21,stevekane,test_Typescript,0,0,1,0,a me,[11]
91,92,I would be looking for a bit more consistency in naming scheme,sankleta try apk seem every look fine need check android source code,2016-11-30 20:03:26,dtabuenc,test_Typescript,0,0,1,0,,[12]
92,93,[<-LINK->],sankleta try apk seem every look fine need check android source code,2016-11-30 20:03:30,jacobus-brogly,test_Typescript,0,0,0,1,,[13]
93,94,the code generates this,try get scroll work python android doesnt seem implement selenium ive search everywhere brain hurt pythonclient source see follow,2016-11-30 20:03:32,jacobus-brogly,test_Typescript,0,0,1,1,a on,[13]
94,95,procedure dungeon map,ive try,2016-11-30 20:03:41,jacobus-brogly,test_Typescript,0,0,1,1,,[13]
95,96,its not done yet,doesnt seem work,2016-11-30 20:03:47,jacobus-brogly,test_Typescript,0,0,1,1,,[13]
96,97,[<-CODE->],one give error say str func,2016-11-30 20:03:53,dtabuenc,test_Typescript,0,0,0,0,,[14]
97,98,That reminds me a bit of Space Quest the board game,test websites apps api help appreciate,2016-11-30 20:03:57,con-ssc,test_Typescript,0,0,0,0,a s,[15]
98,99,the final result should look like this,doesnt work,2016-11-30 20:03:59,jacobus-brogly,test_Typescript,0,0,1,0,,[13]
99,100,some functions are camel-case some are snake-case etc..,get follow,2016-11-30 20:04:11,dtabuenc,test_Typescript,0,0,1,0,,[14]
100,101,an editorconfig and a tslintrc would come in handy,ive luck scroll swipe event try,2016-11-30 20:04:51,con-ssc,test_Typescript,0,0,1,0,,[15]
101,102,[<-LINK->],use mocha though,2016-11-30 20:05:14,jacobus-brogly,test_Typescript,0,0,1,0,,[13]
102,103,the final result should look like this,send example,2016-11-30 20:05:23,jacobus-brogly,test_Typescript,0,0,1,0,,[13]
103,104,"yeah, I mix CamelCase and _",sure,2016-11-30 20:05:38,jacobus-brogly,test_Typescript,0,0,1,0,,[13]
104,105,I think in general your code looks good,thank much,2016-11-30 20:05:45,stevekane,test_Typescript,0,0,0,0,,[16]
105,106,i chaned later in the game,think bald soon,2016-11-30 20:05:45,jacobus-brogly,test_Typescript,0,0,1,0,,"[13, 17]"
106,107,would definiately be nice if you can make it that far,lol,2016-11-30 20:05:51,con-ssc,test_Typescript,0,0,0,0,,[]
107,108,there are a lot of stylistic ways to pick at it,,2016-11-30 20:05:52,stevekane,test_Typescript,0,0,1,0,,"[16, 18]"
108,109,dtabuenc: the naming follows the usage exaclty,thank let try,2016-11-30 20:06:01,jacobus-brogly,test_Typescript,0,0,1,0,,[17]
109,110,and you should probably strive to pull data and rendering concerns apart,beware though mocha python,2016-11-30 20:06:02,stevekane,test_Typescript,0,0,1,1,,"[18, 19]"
110,111,as much as you possibly can,probably tell,2016-11-30 20:06:06,stevekane,test_Typescript,0,0,1,1,,"[18, 19]"
111,112,to find the true data-essence of your model,haha worry try translate,2016-11-30 20:06:13,stevekane,test_Typescript,0,0,1,1,,"[18, 19]"
112,113,as a completely independent concept from HOW you will draw it,thank thank,2016-11-30 20:06:22,stevekane,test_Typescript,0,0,1,1,,"[18, 19]"
113,114,con-ssc: the carpets I am going to place,work,2016-11-30 20:06:45,jacobus-brogly,test_Typescript,0,0,0,0,,[19]
114,115,also you have several 1-liner=>that you don't make 1-liners,ugh nope,2016-11-30 20:06:47,stevekane,test_Typescript,0,0,1,0,,"[18, 20]"
115,116,louse coupling,message yet implement please help,2016-11-30 20:06:52,con-ssc,test_Typescript,0,0,0,0,,[]
116,117,then the fire lamps,simply,2016-11-30 20:07:00,jacobus-brogly,test_Typescript,0,0,1,0,,[19]
117,118,"also as a matter of style, try to put data types at the header of a file",python appium client say,2016-11-30 20:07:13,stevekane,test_Typescript,0,0,1,1,a on,"[20, 21]"
118,119,followed by exported functions/classes,mmcintyre thank try tho,2016-11-30 20:07:20,stevekane,test_Typescript,0,0,1,1,,"[20, 21]"
119,120,then private or non-exported functions/classes,help much python unfortunately tell mocha swipe action part library,2016-11-30 20:07:30,stevekane,test_Typescript,0,0,1,1,a s,"[20, 21]"
120,121,this is purely an arbitrary preference from reading codebases tho,see instrument fail able locate device specify iphone simulator better explicit like provide iphone,2016-11-30 20:07:39,stevekane,test_Typescript,0,0,1,1,"i see, in see, it like","[20, 21]"
121,122,yeah a more C like programming style might make sense,mmcintyre hmm let try mocha take,2016-11-30 20:08:06,jacobus-brogly,test_Typescript,0,0,0,0,a take,[21]
122,123,"Hey guys, quick question. I'm working on creating some type definitions for existing JS-code, and I'm curious if there's a way via module declaration merging that I can update/extend a type alias. The handbookseemsto imply it's possible, but I'm not finding a way to do it?",reywinters good luck,2016-11-30 20:08:09,dlee-nvisia,test_Typescript,0,0,0,0,,[]
123,124,So anyone has a small ts github project or something where I can support ? I want to get my hands dirty a bit,reywinters face still scroll issue,2016-11-30 20:08:25,con-ssc,test_Typescript,0,0,0,0,,[22]
124,125,"its not small, I need to port 5000+ lines of code to TS",mgmanikandan yep,2016-11-30 20:10:02,jacobus-brogly,test_Typescript,0,0,1,1,,"[21, 22]"
125,126,:),reywinters android ios,2016-11-30 20:10:10,con-ssc,test_Typescript,0,0,1,0,a s,[22]
126,127,[<-LINK->],xcode,2016-11-30 20:10:32,jacobus-brogly,test_Typescript,0,0,1,1,,[22]
127,128,That may be too much for me but I could try to contribute,listview androidelement work,2016-11-30 20:10:34,con-ssc,test_Typescript,0,0,1,0,,[22]
128,129,it works,write multiple test start second test give new session create detail problem get session data driver type androiddriver implement get driverdata warn server provide stacktrace informationdo need instantiate,2016-11-30 20:10:35,jacobus-brogly,test_Typescript,0,0,1,1,"a type, and type","[22, 23]"
129,130,oase project works,try override session appium server,2016-11-30 20:10:45,jacobus-brogly,test_Typescript,0,0,1,1,a on,"[22, 23]"
130,131,but still alpha,tekisrinivas work still close app first testcase method,2016-11-30 20:10:49,jacobus-brogly,test_Typescript,0,0,1,1,,"[22, 23]"
131,132,"some 1500+ downloads a month , but in valilla js",ther anyone online,2016-11-30 20:11:08,jacobus-brogly,test_Typescript,0,0,1,1,,"[22, 23]"
132,133,jacobus-brogly: I'd code-golf this project if I were you,start new session possible cause invalid address remote server browser startup get error try automate hybrid app please help,2016-11-30 20:11:29,stevekane,test_Typescript,1,0,0,0,i use,[22]
133,134,well I could try if you want,long script run,2016-11-30 20:11:29,con-ssc,test_Typescript,0,0,1,0,,[22]
134,135,you learn a lot about how to wield the tools,rahul stop appium stop app device start appium,2016-11-30 20:11:34,stevekane,test_Typescript,0,0,1,0,,[22]
135,136,Would be interesting,run daily individually batch run fail pass,2016-11-30 20:11:38,con-ssc,test_Typescript,0,0,1,0,,[22]
136,137,from striving for minimalism in expressing your domain,rahulchulliparambil post cap,2016-11-30 20:11:40,stevekane,test_Typescript,0,0,1,0,,[22]
137,138,"your code already trends that direction, so I'd encourage you to further compress it",cap mean,2016-11-30 20:11:56,stevekane,test_Typescript,0,0,1,0,,[22]
138,139,code-golf? wtf is that?,desire capabilities,2016-11-30 20:11:58,jacobus-brogly,test_Typescript,0,0,1,0,,[22]
139,140,[<-LINK->],,2016-11-30 20:12:07,stevekane,test_Typescript,0,0,1,0,,[22]
140,141,But then I'd really need a editorconfig and a tslintrc,,2016-11-30 20:12:10,con-ssc,test_Typescript,0,0,1,0,,[22]
141,142,"read this post at some point, it's excellent",new urlurl,2016-11-30 20:12:14,stevekane,test_Typescript,0,0,1,0,,[22]
142,143,mm ok,url,2016-11-30 20:12:50,jacobus-brogly,test_Typescript,0,0,1,0,,[22]
143,144,"ok, back to coding, see you later folks",divyatfw yes individually work fine,2016-11-30 20:16:28,jacobus-brogly,test_Typescript,0,0,1,0,,[22]
144,145,anyone know how to override Webpack Dev Server complaints about errors while compiling so a reload was prevented,web driver work hybrid app,2016-12-01 20:56:19,varunjayaraman,test_Typescript,0,0,0,1,,"[22, 23]"
145,146,there was a typescript error but it's non fatal,driver new androiddrivernew urlurl,2016-12-01 20:56:31,varunjayaraman,test_Typescript,0,0,1,1,a new,"[22, 23]"
146,147,it's just like property x can't exist on type {} or whatever,ask url params,2016-12-01 20:56:46,varunjayaraman,test_Typescript,0,0,1,1,,"[22, 23]"
147,148,because i modified an object after i declared it,appium url,2016-12-01 20:56:55,varunjayaraman,test_Typescript,0,0,1,1,,"[22, 23]"
148,149,if you use awesome-typescript-loader with fork checker plugin you can split type checking from compilation,public class firstappiumtrial,2016-12-01 21:00:57,dtabuenc,test_Typescript,0,0,0,0,,[24]
149,150,for ts-loader I think there's an option to not do type checking,appium log,2016-12-01 21:01:08,dtabuenc,test_Typescript,0,0,1,0,,"[24, 25]"
150,151,what about other errors that are not typescript-related?,actually new appium dont know much appium log mean,2016-12-01 21:01:32,varunjayaraman,test_Typescript,0,0,1,0,a new,[23]
151,152,actually ts-loader won't propogate errros to webpack so it will build fine even if you have a few type errors,start appium,2016-12-01 21:02:26,dtabuenc,test_Typescript,0,0,1,0,,"[24, 26]"
152,153,Anybody have a good example of TSX/React? Having hell clearing my terminal of[at-loader]errors. -_-,divyatfw run code eclipse,2016-12-01 23:45:04,colshacol,test_Typescript,0,0,0,1,,[25]
153,154,colshacol: It's probably better you share what type of errors you are seeing.,mgmanikandan yes start,2016-12-01 23:46:09,dtabuenc,test_Typescript,1,0,0,0,,"[25, 26]"
154,155,"I was receivingcannot find module ""...""on everything, but I switched fromimport ... from ...torequire()and those are gone.",divyatfw try start apium server override exist session,2016-12-01 23:47:04,colshacol,test_Typescript,0,0,1,1,,[25]
155,156,Right now I am working to clear these out: [<-CODE->],mgmanikandan delete cache data start run alternative problem,2016-12-01 23:47:21,colshacol,test_Typescript,0,0,1,1,a s,[25]
156,157,colshacol: sounds like you are missing typing definitions for modules,override exist session option appium shud add capabilit,2016-12-01 23:47:22,dtabuenc,test_Typescript,1,0,0,0,a on,"[25, 27]"
157,158,"It was mostly on.sassfiles, as I am using CSSModules.",apium server settings find override exist session check boxu check,2016-12-01 23:47:44,colshacol,test_Typescript,0,0,1,1,,[25]
158,159,does props exist on DeatilsView?,rahulchulliparambil use gui command line tool,2016-12-01 23:47:45,dtabuenc,test_Typescript,0,0,1,0,,[27]
159,160,[<-CODE->],let check,2016-12-01 23:47:49,stevekane,test_Typescript,0,0,0,0,,[28]
160,161,the above works because scope of the fn is constrained to the else-block,,2016-12-01 23:48:04,stevekane,test_Typescript,0,0,1,0,,"[28, 29]"
161,162,kind of gross...,divyatfw override exist session mean override exit session next run win create new session,2016-12-01 23:48:06,stevekane,test_Typescript,0,0,1,0,m on,"[28, 30]"
162,163,[<-CODE->],script fail guess new session create evry time run script since rid thing fail abort execution,2016-12-01 23:48:27,colshacol,test_Typescript,0,0,0,1,,"[29, 30]"
163,164,Theprops: anything is just my latest tinker to try to get this to resolve.,divyatfw post appium full log,2016-12-01 23:48:47,colshacol,test_Typescript,0,0,1,1,,"[29, 30]"
164,165,i think you want any,log throw error element find continue next script,2016-12-01 23:49:16,stevekane,test_Typescript,0,0,1,1,,"[29, 30, 31]"
165,166,only,post whole appium log,2016-12-01 23:49:18,stevekane,test_Typescript,0,0,1,1,,"[29, 30, 31]"
166,167,not { props: any },post let give run send,2016-12-01 23:49:20,stevekane,test_Typescript,0,0,1,1,,"[29, 30, 31]"
167,168,[<-LINK->] see here for example,,2016-12-01 23:49:34,stevekane,test_Typescript,0,0,1,1,,"[29, 30, 31]"
168,169,{ props: any } says youa re expecting an object of the shape { props: any } as the type of props,case able run first test successfully second script fail solution solve,2016-12-01 23:49:52,stevekane,test_Typescript,0,0,1,0,,"[29, 30]"
169,170,but props is already assumed to be a hash-like of some kind,let try,2016-12-01 23:49:59,stevekane,test_Typescript,0,0,1,0,,"[29, 30]"
170,171,"<{ any }, {}><any, {}>Neither of these fix the warning, but don't break my app either.",use eclipse ide,2016-12-01 23:50:51,colshacol,test_Typescript,0,0,0,1,,"[29, 30]"
171,172,"<any, any >",mgmanikandan properly run appium code,2016-12-01 23:51:18,stevekane,test_Typescript,0,0,1,0,,"[29, 30]"
172,173,No sir.,rahulchulliparambil yes,2016-12-01 23:51:50,colshacol,test_Typescript,0,0,1,1,,"[29, 30]"
173,174,gonna need more information here,appium loglaunching appium server command,2016-12-01 23:52:00,stevekane,test_Typescript,0,0,1,0,,[30]
174,175,what is the error,share code,2016-12-01 23:52:01,stevekane,test_Typescript,0,0,1,0,,[30]
175,176,[<-CODE->],sure give sometime,2016-12-01 23:52:10,colshacol,test_Typescript,0,0,1,0,give some,[30]
176,177,o wait I'm dumb soryr,,2016-12-01 23:52:14,stevekane,test_Typescript,0,0,1,0,,[30]
177,178,I didn't see,thank guy get solution batch run use override exist,2016-12-01 23:52:16,stevekane,test_Typescript,0,0,1,0,,[30]
178,179,"Haha, no worried friend.",please help resolve issue well,2016-12-01 23:52:20,colshacol,test_Typescript,0,0,1,0,,"[30, 31]"
179,180,which line is that,,2016-12-01 23:52:33,stevekane,test_Typescript,0,0,1,0,,"[30, 32]"
180,181,in your pasted block,tel get issue create new session,2016-12-01 23:52:35,stevekane,test_Typescript,0,0,1,0,,"[30, 33]"
181,182,I still don't see why props don't exist....unless yor typings is bad,yes,2016-12-01 23:52:36,dtabuenc,test_Typescript,0,0,0,1,,[32]
182,183,"It may help me if I understood what the <..., ...> is. Mind pointing me in the right direction?",ever run code get error,2016-12-01 23:52:49,colshacol,test_Typescript,0,0,1,0,,[31]
183,184,those are generics,send capabilties try add,2016-12-01 23:52:59,stevekane,test_Typescript,0,0,1,0,,"[32, 33]"
184,185,[<-CODE->],,2016-12-01 23:53:06,dtabuenc,test_Typescript,0,0,1,1,,[32]
185,186,that compiles for me,shud work,2016-12-01 23:53:09,dtabuenc,test_Typescript,0,0,1,1,,[32]
186,187,"React.Component is generic for two type properties P, and S",configuration appium apart select folder apk device name etc,2016-12-01 23:53:09,stevekane,test_Typescript,0,0,1,1,"a folder, a on","[32, 34]"
187,188,or props and state,speak wrt capability,2016-12-01 23:53:12,stevekane,test_Typescript,0,0,1,1,,"[32, 34]"
188,189,so you're intended to narrow the types,add capabilities well try,2016-12-01 23:53:24,stevekane,test_Typescript,0,0,1,1,,"[32, 34]"
