,id,text,clean,sent,username,chatroom,mention,ngrams,involved,back_and_forth,bigrams,discussionId
35,36,here's the link to what i want to develop for the sake of learning: [<-LINK->],heres link want develop sake learn,2016-11-24 17:49:23,thePercept,test_Appium,0,0,1,0,,[4]
36,37,hi,,2016-11-26 15:22:15,28development,test_Appium,0,0,0,0,,[5]
37,38,Could someone have a look at this question of my [<-LINK->],look question,2016-11-26 15:22:59,28development,test_Appium,0,0,1,0,,[5]
38,39,guys can any one help with real device capability code..,guy one help real device capability code,2016-11-28 08:37:03,MadebyBala,test_Appium,0,0,0,0,"capability code, capability device, device real, help one",[]
39,40,"Hi All, Can someone tell me how can I use UI inspector for iOS in appium 1.6?",tell use inspector ios appium,2016-11-28 10:23:45,Achini_C_twitter,test_Appium,0,0,0,0,"appium ios, i use",[6]
40,41,Achini_C_twitter: [<-LINK->],achinictwitter,2016-11-28 10:24:47,mgmanikandan87,test_Appium,1,0,0,0,,[6]
41,42,[<-LINK->],,2016-11-28 10:24:54,mgmanikandan87,test_Appium,0,0,1,0,,[6]
42,43,mgmanikandan87: Thanks a lot. Can you let me know one thing clarification? How can I enable the phone to support development in xcode. Due to this I cannot select iPhone via Accessibility inspector?,mgmanikandan thank lot let know one thing clarification enable phone support development xcode due select iphone via accessibility inspector,2016-11-28 10:33:11,Achini_C_twitter,test_Appium,1,0,0,0,"clarification thing, development support, know one, one thing",[6]
43,44,once you connect the device you can launch the inspect though that also you can view the screen,connect device launch inspect though view screen,2016-11-28 10:34:51,mgmanikandan87,test_Appium,0,0,1,0,inspect though,[6]
44,45,ok. Manu Thanks,manu thank,2016-11-28 10:38:18,Achini_C_twitter,test_Appium,0,0,1,0,,[6]
45,46,I have a doubt.hide_keyboard is working great but do you know how to know if the keyboard is open or not,work great know know keyboard open,2016-12-01 11:32:22,deepakchoudhury,test_Appium,0,0,0,0,,[7]
46,47,for andorid app,andorid app,2016-12-01 11:32:38,deepakchoudhury,test_Appium,0,0,1,0,andorid app,[7]
47,48,Hi@deepakchoudhury@deepakchoudhury: I don't think u have an option to check if keyboard is opened or not. But u can try catch the hide keyboard. If it throws exception means keyboard is already closed,dont think option check keyboard open try catch hide keyboard throw exception mean keyboard already close,2016-12-01 12:46:38,pramodnaik,test_Appium,1,0,0,0,"catch try, hide keyboard, me on",[7]
48,49,Thanks@pramodnaik...its working...,work,2016-12-01 13:53:26,deepakchoudhury,test_Appium,1,0,0,0,,[7]
49,50,What languages are everyone using for writing tests? MochaJS? Ruby? Python? What do you think is best?,languages everyone use write test mochajs ruby python think best,2016-12-01 15:23:14,mmcintyre123,test_Appium,0,0,0,0,,[8]
50,51,What languages are everyone using for writing tests? MochaJS? Ruby? Python? What do you think is best?,languages everyone use write test mochajs ruby python think best,2016-12-01 21:10:41,mmcintyre123,test_Appium,0,0,1,0,,[8]
51,52,Hi! I'm using Appium 1.6.0 with Android SDK 24.4.1. During apk installation I get this error which I have never seen beforeDevice API level: 22,use appium android sdk apk installation get error never see beforedevice api level,2016-12-02 15:24:58,sankleta,test_Appium,0,0,0,1,"an appium, and appium, android appium, apk installation, appium use",[9]
52,53,Hi! I'm using Appium 1.6.0 with Android SDK 24.4.1. During apk installation I get this error which I have never seen beforeDevice API level: 22,use appium android sdk apk installation get error never see beforedevice api level,2016-12-02 15:24:58,sankleta,test_Appium,0,0,1,1,"an appium, and appium, android appium, apk installation, appium use",[9]
53,54,Hi! I'm using Appium 1.6.0 with Android SDK 24.4.1. During apk installation I get this error which I have never seen beforeDevice API level: 22,use appium android sdk apk installation get error never see beforedevice api level,2016-12-02 15:24:58,sankleta,test_Appium,0,0,1,1,"an appium, and appium, android appium, apk installation, appium use",[9]
54,55,Hi! I'm using Appium 1.6.0 with Android SDK 24.4.1. During apk installation I get this error which I have never seen beforeDevice API level: 22,use appium android sdk apk installation get error never see beforedevice api level,2016-12-02 15:24:58,sankleta,test_Appium,0,0,1,1,"an appium, and appium, android appium, apk installation, appium use",[9]
55,56,Hi! I'm using Appium 1.6.0 with Android SDK 24.4.1. During apk installation I get this error which I have never seen beforeDevice API level: 22,use appium android sdk apk installation get error never see beforedevice api level,2016-12-02 15:24:58,sankleta,test_Appium,0,0,1,0,"an appium, and appium, android appium, apk installation, appium use",[9]
56,57,Hi! I'm using Appium 1.6.0 with Android SDK 24.4.1. During apk installation I get this error which I have never seen beforeDevice API level: 22,use appium android sdk apk installation get error never see beforedevice api level,2016-12-02 15:24:58,sankleta,test_Appium,0,0,1,0,"an appium, and appium, android appium, apk installation, appium use",[9]
57,58,Hi! I'm using Appium 1.6.0 with Android SDK 24.4.1. During apk installation I get this error which I have never seen beforeDevice API level: 22,use appium android sdk apk installation get error never see beforedevice api level,2016-12-02 15:24:58,sankleta,test_Appium,0,0,1,0,"an appium, and appium, android appium, apk installation, appium use",[9]
58,59,Hi! I'm using Appium 1.6.0 with Android SDK 24.4.1. During apk installation I get this error which I have never seen beforeDevice API level: 22,use appium android sdk apk installation get error never see beforedevice api level,2016-12-02 15:24:58,sankleta,test_Appium,0,0,1,0,"an appium, and appium, android appium, apk installation, appium use",[9]
59,60,Hi! I'm using Appium 1.6.0 with Android SDK 24.4.1. During apk installation I get this error which I have never seen beforeDevice API level: 22,use appium android sdk apk installation get error never see beforedevice api level,2016-12-02 15:24:58,sankleta,test_Appium,0,0,1,0,"an appium, and appium, android appium, apk installation, appium use",[9]
60,61,Hi! I'm using Appium 1.6.0 with Android SDK 24.4.1. During apk installation I get this error which I have never seen beforeDevice API level: 22,use appium android sdk apk installation get error never see beforedevice api level,2016-12-02 15:24:58,sankleta,test_Appium,0,0,1,0,"an appium, and appium, android appium, apk installation, appium use",[9]
61,62,sankleta: run appium-doctor command post the log here,sankleta run appiumdoctor command post log,2016-12-02 15:55:28,mgmanikandan87,test_Appium,1,0,0,0,"a run, appium run, command or, command post",[9]
62,63,sankleta: run appium-doctor command post the log here,sankleta run appiumdoctor command post log,2016-12-02 15:55:28,mgmanikandan87,test_Appium,0,0,1,0,"a run, appium run, command or, command post",[9]
63,64,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,1,"a or, app or, appium doctor","[9, 10]"
64,65,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,1,"a or, app or, appium doctor","[9, 10]"
65,66,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,1,"a or, app or, appium doctor","[9, 10]"
66,67,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,1,"a or, app or, appium doctor","[9, 10]"
67,68,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
68,69,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
69,70,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
70,71,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
71,72,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
72,73,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
73,74,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
74,75,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
75,76,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
76,77,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
77,78,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
78,79,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
79,80,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
80,81,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
81,82,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
82,83,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
83,84,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
84,85,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
85,86,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
86,87,info AppiumDoctor Appium Doctor v.1.2.5,info appiumdoctor appium doctor,2016-12-02 16:22:28,sankleta,test_Appium,0,0,1,0,"a or, app or, appium doctor",[9]
87,88,"sankleta: post your desired caps, device android version",sankleta post desire cap device android version,2016-12-02 17:10:16,mgmanikandan87,test_Appium,1,0,0,0,"and device, android device, android version",[9]
88,89,"sankleta: post your desired caps, device android version",sankleta post desire cap device android version,2016-12-02 17:10:16,mgmanikandan87,test_Appium,0,0,1,0,"and device, android device, android version",[9]
89,90,"@mgmanikandan87 sure, heredef setUp(): desired_caps = {} desired_caps['platformName'] = 'Android' desired_caps['platformVersion'] = '5.1' desired_caps['deviceName'] = 'MrCucumber' desired_caps['app'] = '/apk/test-armv7-debug.apk' [<-CODE->] so device has 5.1 as well",sure heredef setup desiredcaps desiredcapsplatformname android desiredcapsplatformversion desiredcapsdevicename mrcucumber desiredcapsapp apk device well,2016-12-02 17:46:01,sankleta,test_Appium,1,0,0,0,"a me, an me, caps desired",[9]
90,91,"@mgmanikandan87 sure, heredef setUp(): desired_caps = {} desired_caps['platformName'] = 'Android' desired_caps['platformVersion'] = '5.1' desired_caps['deviceName'] = 'MrCucumber' desired_caps['app'] = '/apk/test-armv7-debug.apk' [<-CODE->] so device has 5.1 as well",sure heredef setup desiredcaps desiredcapsplatformname android desiredcapsplatformversion desiredcapsdevicename mrcucumber desiredcapsapp apk device well,2016-12-02 17:46:01,sankleta,test_Appium,0,0,1,0,"a me, an me, caps desired",[9]
91,92,"sankleta: can you try with any other apk, its seems every looks fine or we need to check with android source code",sankleta try apk seem every look fine need check android source code,2016-12-02 19:09:45,mgmanikandan87,test_Appium,1,0,0,0,"a try, android source, code source, fine ok",[9]
92,93,"sankleta: can you try with any other apk, its seems every looks fine or we need to check with android source code",sankleta try apk seem every look fine need check android source code,2016-12-02 19:09:45,mgmanikandan87,test_Appium,0,0,1,0,"a try, android source, code source, fine ok",[9]
93,94,hey all ... i'm trying to get scroll working with python and android but it doesn't seem to be implemented with selenium3? i've searched everywhere and my brain is hurting ... in python-client sourcehttps://github.com/appium/python-client/blob/master/appium/webdriver/webdriver.pyi see the following: [<-CODE->],try get scroll work python android doesnt seem implement selenium ive search everywhere brain hurt pythonclient source see follow,2016-12-02 20:41:32,reywinters03,test_Appium,0,0,0,1,"a on, an on, and on, and python, android on, get scroll, i m",[10]
94,95,i've tried [<-CODE->],ive try,2016-12-02 20:41:53,reywinters03,test_Appium,0,0,1,1,,[10]
95,96,doesn't seem to work,doesnt seem work,2016-12-02 20:41:56,reywinters03,test_Appium,0,0,1,1,,[10]
96,97,[<-CODE->] ^this one gave me an error saying str is not a func,one give error say str func,2016-12-02 20:42:50,reywinters03,test_Appium,0,0,1,1,,[10]
97,98,i'm testing websites not apps .. so no api ... any help is appreciated,test websites apps api help appreciate,2016-12-02 20:43:12,reywinters03,test_Appium,0,0,1,0,,[10]
98,99,this doesn't work [<-CODE->],doesnt work,2016-12-02 21:46:43,reywinters03,test_Appium,0,0,1,0,doesnt work,"[10, 11]"
99,100,i get the following: [<-CODE->],get follow,2016-12-02 21:47:04,reywinters03,test_Appium,0,0,1,0,,"[10, 12]"
100,101,I've had luck scrolling with a swipe event - you might try that!,ive luck scroll swipe event try,2016-12-02 21:47:24,mmcintyre123,test_Appium,0,0,0,1,event swipe,[11]
101,102,(I'm using Mocha though),use mocha though,2016-12-02 21:47:40,mmcintyre123,test_Appium,0,0,1,1,,[11]
102,103,could you send me an example?,send example,2016-12-02 21:47:47,reywinters03,test_Appium,0,0,1,0,,"[11, 12]"
103,104,Sure,sure,2016-12-02 21:47:50,mmcintyre123,test_Appium,0,0,1,1,,"[11, 13]"
104,105,thank you so much,thank much,2016-12-02 21:47:53,reywinters03,test_Appium,0,0,1,1,,"[11, 13]"
105,106,i think i'm going to go bald soon,think bald soon,2016-12-02 21:48:11,reywinters03,test_Appium,0,0,1,1,bald soon,"[11, 13]"
106,107,lol,lol,2016-12-02 21:48:25,mmcintyre123,test_Appium,0,0,1,1,,"[11, 14]"
107,108,[<-CODE->],,2016-12-02 21:50:07,mmcintyre123,test_Appium,0,0,1,0,,"[13, 14]"
108,109,thank you .. .let me try this ...,thank let try,2016-12-02 21:50:27,reywinters03,test_Appium,0,0,1,1,,"[13, 14]"
109,110,np! Beware though this is Mocha not python.,beware though mocha python,2016-12-02 21:50:38,mmcintyre123,test_Appium,0,0,1,0,,"[13, 14]"
110,111,(you could probably tell :) ),probably tell,2016-12-02 21:50:51,mmcintyre123,test_Appium,0,0,1,0,probably tell,"[13, 14]"
111,112,haha no worries .. going to try and translate,haha worry try translate,2016-12-02 21:50:59,reywinters03,test_Appium,0,0,1,1,,"[13, 14, 15]"
112,113,thanks thanks,thank thank,2016-12-02 21:51:51,reywinters03,test_Appium,0,0,1,1,,"[14, 16]"
113,114,did it work?,work,2016-12-02 21:52:14,mmcintyre123,test_Appium,0,0,1,0,,[14]
114,115,ugh nope,ugh nope,2016-12-02 21:56:25,reywinters03,test_Appium,0,0,1,1,nope ugh,"[14, 17]"
115,116,selenium.common.exceptions.WebDriverException: Message: Not yet implemented. Please help us: http://appium.io/get-involved.html,message yet implement please help,2016-12-02 21:56:29,reywinters03,test_Appium,0,0,1,1,help please,"[15, 16, 17]"
116,117,"simply trieddriver.swipe(100, 100, 100, 400)",simply,2016-12-02 21:56:46,reywinters03,test_Appium,0,0,1,1,,"[15, 16, 17]"
117,118,python appium client says [<-CODE->],python appium client say,2016-12-02 21:57:08,reywinters03,test_Appium,0,0,1,1,"a on, app on, appium client, appium on, appium python","[15, 16, 17]"
118,119,mmcintyre123: thanks for trying tho,mmcintyre thank try tho,2016-12-02 21:58:48,reywinters03,test_Appium,0,0,1,0,,"[15, 16, 17]"
119,120,I can't help too much with Python unfortunately but I can tell you that in Mocha the swipe action is part of the wd library - so I have to [<-CODE->],help much python unfortunately tell mocha swipe action part library,2016-12-02 21:59:03,mmcintyre123,test_Appium,0,0,0,0,"a swipe, action swipe, help m",[18]
120,121,I am seeing instruments fail after 90000 ms not being able to locate device. I specify iPhone Simulator is it better to be explicit like provide iPhone 6?,see instrument fail able locate device specify iphone simulator better explicit like provide iphone,2016-12-02 21:59:41,mikesalvia,test_Appium,0,0,0,0,"device locate, explicit like, in see, like provide",[]
121,122,mmcintyre123: ah ... hmm ... let me try with mocha ... might take me a while,mmcintyre hmm let try mocha take,2016-12-02 22:00:19,reywinters03,test_Appium,1,0,0,0,"a take, hmm let","[17, 18]"
122,123,reywinters03: np - good luck!,reywinters good luck,2016-12-02 22:01:33,mmcintyre123,test_Appium,1,0,0,0,good luck,"[17, 18]"
123,124,reywinters03: are you facing still scrolling issue ?,reywinters face still scroll issue,2016-12-02 23:47:27,mgmanikandan87,test_Appium,1,0,0,0,"i scroll, is scroll","[17, 18]"
124,125,mgmanikandan87: yep,mgmanikandan yep,2016-12-03 00:50:59,reywinters03,test_Appium,1,0,0,0,,"[17, 18]"
125,126,reywinters03: android & iOS ?,reywinters android ios,2016-12-03 01:33:57,mgmanikandan87,test_Appium,1,0,0,0,,"[17, 18]"
126,127,Xcode 8 and above,xcode,2016-12-03 03:09:48,mgmanikandan87,test_Appium,0,0,1,0,,"[17, 18]"
127,128,"@reywinters03AndroidElement listView = (AndroidElement) wd.findElementByClassName(""android.widget.ScrollView"");listView.swipe(SwipeElementDirection.UP, 20, 15, 5000);This should work",listview androidelement work,2016-12-04 01:02:36,mgmanikandan87,test_Appium,0,0,1,0,,"[17, 18]"
128,129,"I am writing multiple test , so while starting second test it gives me thisorg.openqa.selenium.SessionNotCreatedException: A new session could not be created. Details: Problem getting session data for driver type AndroidDriver; does it implement 'get driverData'? (WARNING: The server did not provide any stacktrace information)Do I need to instantiate again",write multiple test start second test give new session create detail problem get session data driver type androiddriver implement get driverdata warn server provide stacktrace informationdo need instantiate,2016-12-06 16:40:17,rohantilekar,test_Appium,0,0,0,0,"data session, do need, driver type, i need, information stacktrace, multiple test, new session, second test",[19]
129,130,can you try with override session in appium server...,try override session appium server,2016-12-06 16:45:09,tekisrinivas20,test_Appium,0,0,0,0,"a on, app on, appium on, appium server, appium session, override session",[20]
130,131,"tekisrinivas20: Does not work , still closes the app after first testcase method",tekisrinivas work still close app first testcase method,2016-12-06 16:53:03,rohantilekar,test_Appium,1,0,0,0,"first test, first testcase, method testcase","[19, 20]"
131,132,Is ther anyone online??,ther anyone online,2016-12-06 19:47:49,rohantilekar,test_Appium,0,0,1,0,"anyone online, anyone ther","[19, 20]"
132,133,org.openqa.selenium.remote.UnreachableBrowserException: Could not start a new session. Possible causes are invalid address of the remote server or browser start-up failure.I got this error while trying to automate an hybrid app. Please help,start new session possible cause invalid address remote server browser startup get error try automate hybrid app please help,2016-12-12 05:18:18,Rahul-Chulliparambil,test_Appium,0,0,0,0,"a hybrid, a try, a valid, address invalid, app hybrid, help please, i use, new session, remote server",[21]
133,134,how long the scripts are running ?,long script run,2016-12-12 05:18:45,mgmanikandan87,test_Appium,0,0,0,0,run script,[22]
134,135,"Rahul: : Stop ur appium and stop app on device, start appium again",rahul stop appium stop app device start appium,2016-12-12 05:18:50,Divya-tfw,test_Appium,0,0,0,0,"a start, app stop, appium start",[23]
135,136,we are running daily .But individually its ok .but batch run all r failing only few passing,run daily individually batch run fail pass,2016-12-12 05:19:20,Divya-tfw,test_Appium,0,0,1,0,batch run,[23]
136,137,Rahul-Chulliparambil: post your caps here?,rahulchulliparambil post cap,2016-12-12 05:19:24,mgmanikandan87,test_Appium,0,0,1,0,,"[21, 22]"
137,138,caps means?,cap mean,2016-12-12 05:19:39,Rahul-Chulliparambil,test_Appium,0,0,1,0,,[21]
138,139,desired capabilities,desire capabilities,2016-12-12 05:19:48,mgmanikandan87,test_Appium,0,0,1,0,,[21]
139,140,Ok,,2016-12-12 05:19:53,Rahul-Chulliparambil,test_Appium,0,0,1,0,,[21]
140,141,[<-CODE->],,2016-12-12 05:20:25,Rahul-Chulliparambil,test_Appium,0,0,1,0,,[21]
141,142,new URL(url) ?,new urlurl,2016-12-12 05:20:55,mgmanikandan87,test_Appium,0,0,1,0,,[21]
142,143,url ?,url,2016-12-12 05:20:58,mgmanikandan87,test_Appium,0,0,1,0,,[21]
143,144,Divya-tfw: yes individually it will work fine,divyatfw yes individually work fine,2016-12-12 05:21:26,mgmanikandan87,test_Appium,0,0,1,0,"fine work, individually yes",[21]
144,145,its for web driver. I am working on a hybrid app.,web driver work hybrid app,2016-12-12 05:21:43,Rahul-Chulliparambil,test_Appium,0,0,1,0,"a hybrid, app hybrid, driver web",[21]
145,146,driver = new AndroidDriver(new URL(url) ?,driver new androiddrivernew urlurl,2016-12-12 05:21:57,mgmanikandan87,test_Appium,0,0,1,0,a new,[21]
146,147,i am asking where is the url params ?,ask url params,2016-12-12 05:22:08,mgmanikandan87,test_Appium,0,0,1,0,params url,[21]
147,148,appium url,appium url,2016-12-12 05:22:15,mgmanikandan87,test_Appium,0,0,1,0,"appium ur, appium url",[21]
148,149,public class FirstAppiumTrial { [<-CODE->],public class firstappiumtrial,2016-12-12 05:22:35,Rahul-Chulliparambil,test_Appium,0,0,1,0,class public,[21]
149,150,appium logs ?,appium log,2016-12-12 05:23:05,mgmanikandan87,test_Appium,0,0,1,0,appium log,[21]
150,151,Actually I am new to appium. I dont know much. appium logs means?,actually new appium dont know much appium log mean,2016-12-12 05:24:11,Rahul-Chulliparambil,test_Appium,0,0,1,0,"a new, appium log, dont know, know much",[21]
151,152,did you start the appium >?,start appium,2016-12-12 05:24:46,mgmanikandan87,test_Appium,0,0,1,0,"a start, appium start",[21]
152,153,Divya-tfw: : after that do i have to run my code again in eclipse?,divyatfw run code eclipse,2016-12-12 05:25:03,Rahul-Chulliparambil,test_Appium,0,0,1,0,,[21]
153,154,"mgmanikandan87: : yes, I started",mgmanikandan yes start,2016-12-12 05:25:25,Rahul-Chulliparambil,test_Appium,0,0,1,0,,[21]
