chatroom,group,html,id,issues,mentions,sent,text,urls,username
24pullrequests/24pullrequests,Ruby,ok,547de11e7fe8dfe6247668f6,,,2014-12-02T15:56:14.373Z,ok,,luanmuniz
24pullrequests/24pullrequests,Ruby,done..,547de13a7fe8dfe6247668fa,,,2014-12-02T15:56:42.042Z,done..,,arthurnn
24pullrequests/24pullrequests,Ruby,should be good now.,547de13dffcca6d315c2de6d,,,2014-12-02T15:56:45.359Z,should be good now.,,arthurnn
24pullrequests/24pullrequests,Ruby,Will deploy when I get back from the post office,547de14effcca6d315c2de6e,,,2014-12-02T15:57:02.721Z,Will deploy when I get back from the post office,,andrew
24pullrequests/24pullrequests,Ruby,o/,547de19c7fe8dfe62476690a,,,2014-12-02T15:58:20.177Z,o/,,luanmuniz
24pullrequests/24pullrequests,Ruby,:+1: ... sending some :santa: cards ?,547de19f7fe8dfe62476690c,,,2014-12-02T15:58:23.683Z,:+1: ... sending some :santa: cards ?,,arthurnn
24pullrequests/24pullrequests,Ruby,My wife is posting something she&#39;s sold on etsy,547de1ddffcca6d315c2de96,,,2014-12-02T15:59:25.206Z,My wife is posting something she's sold on etsy,,andrew
24pullrequests/24pullrequests,Ruby,Rebase done! Waiting for Travis Feedback \o/,547de2f6ffcca6d315c2deaf,,,2014-12-02T16:04:06.770Z,Rebase done! Waiting for Travis Feedback \o/,,luanmuniz
24pullrequests/24pullrequests,Ruby,"Hey guys, what do you think of add some tutorial like this in the repo? <a href=""https://gist.github.com/luanmuniz/da0b8d2152c4877f93c4"" rel=""nofollow"" target=""_blank"" class=""link"">https://gist.github.com/luanmuniz/da0b8d2152c4877f93c4</a>",547de33a7fe8dfe624766938,,,2014-12-02T16:05:14.800Z,"Hey guys, what do you think of add some tutorial like this in the repo? https://gist.github.com/luanmuniz/da0b8d2152c4877f93c4",https://gist.github.com/luanmuniz/da0b8d2152c4877f93c4,luanmuniz
24pullrequests/24pullrequests,Ruby,A step by step of how you do a PR,547de3487fe8dfe624766939,,,2014-12-02T16:05:28.318Z,A step by step of how you do a PR,,luanmuniz
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""luanmuniz"" class=""mention"">@luanmuniz</span> that would be great",547df4c5e183744b3cb99920,,luanmuniz,2014-12-02T17:20:05.132Z,#NAME?,,andrew
24pullrequests/24pullrequests,Ruby,I&#39;d love to have some guides on the site,547df4cc519c26505ceff317,,,2014-12-02T17:20:12.215Z,I'd love to have some guides on the site,,andrew
24pullrequests/24pullrequests,Ruby,"one for contributors, and one for maintainers",547df4d7e183744b3cb99922,,,2014-12-02T17:20:23.563Z,"one for contributors, and one for maintainers",,andrew
24pullrequests/24pullrequests,Ruby,"hum there’s this: <a href=""https://help.github.com/articles/using-pull-requests/"" rel=""nofollow"" target=""_blank"" class=""link"">https://help.github.com/articles/using-pull-requests/</a>",547df4f17fe8dfe624766bad,,,2014-12-02T17:20:49.156Z,hum there’s this: https://help.github.com/articles/using-pull-requests/,https://help.github.com/articles/using-pull-requests/,miguelcnf
24pullrequests/24pullrequests,Ruby,but you might want to detail your own workflow tho,547df4fd7fe8dfe624766bae,,,2014-12-02T17:21:01.053Z,but you might want to detail your own workflow tho,,miguelcnf
24pullrequests/24pullrequests,Ruby,"for the maintainers one, it would be more about how to make your project a welcome environmnet for new contributors",547df53de183744b3cb99926,,,2014-12-02T17:22:05.262Z,"for the maintainers one, it would be more about how to make your project a welcome environmnet for new contributors",,andrew
24pullrequests/24pullrequests,Ruby,that would be really nice!,547df5caffcca6d315c2e14e,,,2014-12-02T17:24:26.826Z,that would be really nice!,,luanmuniz
24pullrequests/24pullrequests,Ruby,there is some guides in the <code>/contributing</code> page,547df65f7fe8dfe624766bd0,,,2014-12-02T17:26:55.169Z,there is some guides in the `/contributing` page,,luanmuniz
24pullrequests/24pullrequests,Ruby,but i think we can do better :P,547df66e8f9bdfd9655350d7,,,2014-12-02T17:27:10.871Z,but i think we can do better :P,,luanmuniz
24pullrequests/24pullrequests,Ruby,i&#39;ll try to find some articles about welcome environmnet for new contributors,547df74c8f9bdfd9655350f9,,,2014-12-02T17:30:52.296Z,i'll try to find some articles about welcome environmnet for new contributors,,luanmuniz
24pullrequests/24pullrequests,Ruby,What exactly is &quot;gifted code&quot; what does that do?,547e12888d2f4ed565a44ddb,,,2014-12-02T19:27:04.145Z,"What exactly is ""gifted code"" what does that do?",,carwin
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""carwin"" class=""mention"">@carwin</span> its where you can assign/check any your pull requests that you have opened between the 1-24th of Dec, as a day gift.",547e136cffcca6d315c2e577,,carwin,2014-12-02T19:30:52.505Z,"@carwin its where you can assign/check any your pull requests that you have opened between the 1-24th of Dec, as a day gift.",,despo
24pullrequests/24pullrequests,Ruby,what does assigning them do?,547e13b0c867a0e5240b3f44,,,2014-12-02T19:32:00.325Z,what does assigning them do?,,carwin
24pullrequests/24pullrequests,Ruby,I think the question is: is there a specific point to assigned PRs?,547e13c18f9bdfd9655354dc,,,2014-12-02T19:32:17.014Z,I think the question is: is there a specific point to assigned PRs?,,navarr
24pullrequests/24pullrequests,Ruby,"So if you don&#39;t assign your pull requests, they don&#39;t count towards the 24pr project.",547e13d17fe8dfe62476700b,,,2014-12-02T19:32:33.929Z,"So if you don't assign your pull requests, they don't count towards the 24pr project.",,despo
24pullrequests/24pullrequests,Ruby,despo: aaaah,547e13d8308c12d215e3a621,,,2014-12-02T19:32:40.369Z,despo: aaaah,,carwin
24pullrequests/24pullrequests,Ruby,so it&#39;s pretty integral :),547e13dc308c12d215e3a622,,,2014-12-02T19:32:44.309Z,so it's pretty integral :),,carwin
24pullrequests/24pullrequests,Ruby,yep! If you want the coderwall badges ;),547e13e68f9bdfd9655354e4,,,2014-12-02T19:32:54.858Z,yep! If you want the coderwall badges ;),,despo
24pullrequests/24pullrequests,Ruby,more than anything,547e13efb2c072d86573395f,,,2014-12-02T19:33:03.852Z,more than anything,,carwin
24pullrequests/24pullrequests,Ruby,lol,547e13f08d2f4ed565a44e01,,,2014-12-02T19:33:04.835Z,lol,,carwin
24pullrequests/24pullrequests,Ruby,"Just make sure you set them all by the 24th, not sure if <span data-link-type=""mention"" data-screen-name=""andrew"" class=""mention"">@andrew</span> allows for any time after that before generating the badges.",547e14218f9bdfd9655354f1,,andrew,2014-12-02T19:33:53.709Z,"Just make sure you set them all by the 24th, not sure if @andrew allows for any time after that before generating the badges.",,despo
24pullrequests/24pullrequests,Ruby,he probably does tbh ,547e146f8f9bdfd9655354fc,,,2014-12-02T19:35:11.106Z,he probably does tbh ,,despo
24pullrequests/24pullrequests,Ruby,Thanks for the clarification,547e14dfb2c072d8657339aa,,,2014-12-02T19:37:03.268Z,Thanks for the clarification,,carwin
24pullrequests/24pullrequests,Ruby,24PR and open source talk at LWC in t-minus 20 mins,547e16fb7fe8dfe62476705a,,,2014-12-02T19:46:03.105Z,24PR and open source talk at LWC in t-minus 20 mins,,olizilla
24pullrequests/24pullrequests,Ruby,\o/,547e17158f9bdfd965535542,,,2014-12-02T19:46:29.897Z,\o/,,luanmuniz
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""arthurnn"" class=""mention"">@arthurnn</span> <span data-link-type=""mention"" data-screen-name=""luanmuniz"" class=""mention"">@luanmuniz</span> do you guys know anyone who might be able to help review the translations in this PR for codebar&#39;s Brasilian chapter <a href=""https://github.com/codebar/tutorials/pull/146/files"" rel=""nofollow"" target=""_blank"" class=""link"">https://github.com/codebar/tutorials/pull/146/files</a> ? ",547e19d3ffcca6d315c2e643,,"arthurnn, luanmuniz",2014-12-02T19:58:11.648Z,@arthurnn @luanmuniz do you guys know anyone who might be able to help review the translations in this PR for codebar's Brasilian chapter https://github.com/codebar/tutorials/pull/146/files ? ,https://github.com/codebar/tutorials/pull/146/files,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> im updating the pt-br translation file right now!",547e1a538f9bdfd9655355d8,,despo,2014-12-02T20:00:19.800Z,@despo im updating the pt-br translation file right now!,,luanmuniz
24pullrequests/24pullrequests,Ruby,"Oh sorry, this is codebar! Sorry about that!",547e1a617fe8dfe6247670e3,,,2014-12-02T20:00:33.081Z,"Oh sorry, this is codebar! Sorry about that!",,luanmuniz
24pullrequests/24pullrequests,Ruby,let me just finish the translation for 24PR and i can do it :),547e1a867fe8dfe6247670e5,,,2014-12-02T20:01:10.830Z,let me just finish the translation for 24PR and i can do it :),,luanmuniz
24pullrequests/24pullrequests,Ruby,":heart: pt_br .. <span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> will take a look too. (but my Portuguese is not the best)",547e1bc77fe8dfe624767115,,despo,2014-12-02T20:06:31.135Z,:heart: pt_br .. @despo will take a look too. (but my Portuguese is not the best),,arthurnn
24pullrequests/24pullrequests,Ruby,"He did call it that as he was unsure of the best way to go about it, but it&#39;s for Florianapolis",547e1ca0ffcca6d315c2e6bf,,,2014-12-02T20:10:08.748Z,"He did call it that as he was unsure of the best way to go about it, but it's for Florianapolis",,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""arthurnn"" class=""mention"">@arthurnn</span> ^",547e1caa7fe8dfe624767142,,arthurnn,2014-12-02T20:10:18.267Z,@arthurnn ^,,despo
24pullrequests/24pullrequests,Ruby,"(sorry massive delay in my messages arriving due to poor connection, on the road)",547e1ce68f9bdfd965535654,,,2014-12-02T20:11:18.367Z,"(sorry massive delay in my messages arriving due to poor connection, on the road)",,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> his portuguese is better then mine, im commenting on the code, but it is all sugestion on how we can improve the texto, not grammatical corrections hehehe",547e30058f9bdfd965535885,,despo,2014-12-02T21:32:53.108Z,#NAME?,,luanmuniz
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> Done!",547e315f7fe8dfe624767374,,despo,2014-12-02T21:38:39.545Z,@despo Done!,,luanmuniz
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""luanmuniz"" class=""mention"">@luanmuniz</span> thank you! I&#39;m a bit confused with this; what&#39;s your first language? ",547e3eb88f9bdfd965535a78,,luanmuniz,2014-12-02T22:35:36.525Z,@luanmuniz thank you! I'm a bit confused with this; what's your first language? ,,despo
24pullrequests/24pullrequests,Ruby,Portuguese :P,547e40ba7fe8dfe62476757e,,,2014-12-02T22:44:10.421Z,Portuguese :P,,luanmuniz
24pullrequests/24pullrequests,Ruby,But Portuguese is a difficult language even for us :P,547e40e27fe8dfe624767584,,,2014-12-02T22:44:50.343Z,But Portuguese is a difficult language even for us :P,,luanmuniz
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""luanmuniz"" class=""mention"">@luanmuniz</span> <span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> That&#39;s so true :stuck_out_tongue_winking_eye: Let me know if you need another Portuguese pair of eyes to take a look from a language standpoint",547e43ae7fe8dfe6247675bb,,"luanmuniz, despo",2014-12-02T22:56:46.267Z,@luanmuniz @despo That's so true :stuck_out_tongue_winking_eye: Let me know if you need another Portuguese pair of eyes to take a look from a language standpoint,,iteles
24pullrequests/24pullrequests,Ruby,:),547e447fffcca6d315c2eb55,,,2014-12-02T23:00:15.342Z,:),,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""iteles"" class=""mention"">@iteles</span> another pair of eyes would be great, I also need to add individual issues for translating all the tutorials as there seem to be a lot of people keen in getting Codebar started there, and it would be better if they had the translated versions available as well. I&#39;ll let you know when I do that.",547e44be8f9bdfd965535b0b,,iteles,2014-12-02T23:01:18.679Z,"@iteles another pair of eyes would be great, I also need to add individual issues for translating all the tutorials as there seem to be a lot of people keen in getting Codebar started there, and it would be better if they had the translated versions available as well. I'll let you know when I do that.",,despo
24pullrequests/24pullrequests,Ruby,"By the way, <span data-link-type=""mention"" data-screen-name=""olizilla"" class=""mention"">@olizilla</span> rocked it at #ladieswhocode tonight with 3 big shout-outs to 24PRs",547e44e37fe8dfe6247675d8,,olizilla,2014-12-02T23:01:55.870Z,"By the way, @olizilla rocked it at #ladieswhocode tonight with 3 big shout-outs to 24PRs",,iteles
24pullrequests/24pullrequests,Ruby,"Wonderful, great work <span data-link-type=""mention"" data-screen-name=""olizilla"" class=""mention"">@olizilla</span>",547e45c37fe8dfe6247675f6,,olizilla,2014-12-02T23:05:39.514Z,"Wonderful, great work @olizilla",,andrew
24pullrequests/24pullrequests,Ruby,"<a href=""http://i.imgur.com/gglocOd.jpg"" rel=""nofollow"" target=""_blank"" class=""link"">http://i.imgur.com/gglocOd.jpg</a>",547e45cf7fe8dfe6247675f9,,,2014-12-02T23:05:51.813Z,http://i.imgur.com/gglocOd.jpg,http://i.imgur.com/gglocOd.jpg,iteles
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> No problem. I&#39;ve just recently discovered 24PRs and will make it my mission tomorrow afternoon to figure out how the whole contributing thing works... and then actually contribute to the PT stuff! Unless it moves way faster than that in which case I&#39;ll contribute to the next lot of PT stuff that comes along this month :)",547e465fffcca6d315c2eb90,,despo,2014-12-02T23:08:15.626Z,@despo No problem. I've just recently discovered 24PRs and will make it my mission tomorrow afternoon to figure out how the whole contributing thing works... and then actually contribute to the PT stuff! Unless it moves way faster than that in which case I'll contribute to the next lot of PT stuff that comes along this month :),,iteles
24pullrequests/24pullrequests,Ruby,"cool! I will be announcing a 24pr/codebar event that we plan to run next weekend, if you are up for it. Goal is to have the students paired with coaches and work on open source",547e468e8f9bdfd965535b40,,,2014-12-02T23:09:02.483Z,"cool! I will be announcing a 24pr/codebar event that we plan to run next weekend, if you are up for it. Goal is to have the students paired with coaches and work on open source",,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span>  Oh yes, there was a lady @ ladieswhocode telling me about that exact event tonight!",547e46d27fe8dfe624767620,,despo,2014-12-02T23:10:10.910Z,"@despo  Oh yes, there was a lady @ ladieswhocode telling me about that exact event tonight!",,iteles
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> or was that you?",547e46f67fe8dfe624767625,,despo,2014-12-02T23:10:46.874Z,#NAME?,,iteles
24pullrequests/24pullrequests,Ruby,Kriszta probably since we&#39;ve not discussed it with everyone yet,547e47018f9bdfd965535b50,,,2014-12-02T23:10:57.170Z,Kriszta probably since we've not discussed it with everyone yet,,despo
24pullrequests/24pullrequests,Ruby,"I was out of London, just got back",547e470a8f9bdfd965535b53,,,2014-12-02T23:11:06.153Z,"I was out of London, just got back",,despo
24pullrequests/24pullrequests,Ruby,:),547e470e8f9bdfd965535b54,,,2014-12-02T23:11:10.772Z,:),,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> can I come to that?",547e47c68f9bdfd965535b6a,,despo,2014-12-02T23:14:14.055Z,#NAME?,,andrew
24pullrequests/24pullrequests,Ruby,Sounds like great fun,547e47ce8f9bdfd965535b6f,,,2014-12-02T23:14:22.269Z,Sounds like great fun,,andrew
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""andrew"" class=""mention"">@andrew</span> of course, that would be great! I just wanted to finalise everything before announcing it and now i need to implement a couple of things on codebar so I can have day long events. I will be emailing out tomorrow at some point.",547e483f7fe8dfe624767644,,andrew,2014-12-02T23:16:15.788Z,#NAME?,,despo
24pullrequests/24pullrequests,Ruby,I guess dogs aren&#39;t allowed,547e48edffcca6d315c2ebd9,,,2014-12-02T23:19:09.574Z,I guess dogs aren't allowed,,andrew
24pullrequests/24pullrequests,Ruby,otherwise I&#39;d bring Lauren and Felix ,547e48f58f9bdfd965535b99,,,2014-12-02T23:19:17.743Z,otherwise I'd bring Lauren and Felix ,,andrew
24pullrequests/24pullrequests,Ruby,Brother.,547e4afeec02dddd0ecfad50,,,2014-12-02T23:27:58.303Z,Brother.,,barisbalic
24pullrequests/24pullrequests,Ruby,How could I say no to Lauren or your dog?,547e4b0aec02dddd0ecfad52,,,2014-12-02T23:28:10.812Z,How could I say no to Lauren or your dog?,,barisbalic
24pullrequests/24pullrequests,Ruby,i didn&#39;t mention any details yet!,547e4b457fe8dfe6247676d9,,,2014-12-02T23:29:09.005Z,i didn't mention any details yet!,,despo
24pullrequests/24pullrequests,Ruby,:),547e4b47ffcca6d315c2ec30,,,2014-12-02T23:29:11.210Z,:),,despo
24pullrequests/24pullrequests,Ruby,Ah sorry.  I retract that statement.,547e4b69519c26505ceff39e,,,2014-12-02T23:29:45.565Z,Ah sorry.  I retract that statement.,,barisbalic
24pullrequests/24pullrequests,Ruby,:(,547e602d7fe8dfe62476789c,,,2014-12-03T00:58:21.393Z,:(,,luanmuniz
24pullrequests/24pullrequests,Ruby,"Have tidied up the issues for OpenSit. There&#39;s plenty of simple ones if anyone&#39;s looking to get stuck in <a href=""https://twitter.com/danbartlett/status/540072811579334656"" rel=""nofollow"" target=""_blank"" class=""link"">https://twitter.com/danbartlett/status/540072811579334656</a>",547ed62c8f9bdfd965536539,,,2014-12-03T09:21:48.082Z,Have tidied up the issues for OpenSit. There's plenty of simple ones if anyone's looking to get stuck in https://twitter.com/danbartlett/status/540072811579334656,https://twitter.com/danbartlett/status/540072811579334656,danbartlett
24pullrequests/24pullrequests,Ruby,Morning everyone!,547ef0098f9bdfd96553678b,,,2014-12-03T11:12:09.765Z,Morning everyone!,,andrew
24pullrequests/24pullrequests,Ruby,Morning,547f03dd8f9bdfd96553690b,,,2014-12-03T12:36:45.766Z,Morning,,luanmuniz
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""danbartlett"" class=""mention"">@danbartlett</span> nice, maybe we should add a beginners labels to filter by. ",547f14976bb3149254910087,,danbartlett,2014-12-03T13:48:07.414Z,#NAME?,,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> i think it helps the image of the project too, as newbies understand that people are catering for people new to this (like themselves)",547f17406bb31492549100cc,,despo,2014-12-03T13:59:28.078Z,#NAME?,,danbartlett
24pullrequests/24pullrequests,Ruby,"and that they are actively engaging with issues, and potentially offering further support",547f17633c7d9a685937b32b,,,2014-12-03T14:00:03.548Z,"and that they are actively engaging with issues, and potentially offering further support",,danbartlett
24pullrequests/24pullrequests,Ruby,"Definitely, I am also thinking that this will be very helpful for the Codebar/24PRs event that we plan to run next saturday",547f17706bb31492549100d5,,,2014-12-03T14:00:16.428Z,"Definitely, I am also thinking that this will be very helpful for the Codebar/24PRs event that we plan to run next saturday",,despo
24pullrequests/24pullrequests,Ruby,Founders &amp; Coders definitely things that adding a beginners label is key.,547f19403c7d9a685937b35f,,,2014-12-03T14:08:00.229Z,Founders & Coders definitely things that adding a beginners label is key.,,NataliaLKB
24pullrequests/24pullrequests,Ruby,mroning,547f1a3b3214a9bf2b428545,,,2014-12-03T14:12:11.454Z,mroning,,arthurnn
24pullrequests/24pullrequests,Ruby,open source meditation.. thats cool,547f1a486bb3149254910125,,,2014-12-03T14:12:24.626Z,open source meditation.. thats cool,,arthurnn
24pullrequests/24pullrequests,Ruby,"thanks :) the community is open source of course. but also the larger idea of &#39;open-sourcing&#39; meditation itself is something I think is worth pursuing <a href=""http://opensit.com/about"" rel=""nofollow"" target=""_blank"" class=""link"">http://opensit.com/about</a>",547f1b653214a9bf2b428577,,,2014-12-03T14:17:09.648Z,thanks :) the community is open source of course. but also the larger idea of 'open-sourcing' meditation itself is something I think is worth pursuing http://opensit.com/about,http://opensit.com/about,danbartlett
24pullrequests/24pullrequests,Ruby,:heart: the desgin btw,547f1b7b6bb3149254910162,,,2014-12-03T14:17:31.884Z,:heart: the desgin btw,,arthurnn
24pullrequests/24pullrequests,Ruby,Morning,547f1bc53214a9bf2b428581,,,2014-12-03T14:18:45.190Z,Morning,,andrew
24pullrequests/24pullrequests,Ruby,"thanks, i spent a lot of time on it. i love doing dev and design. takes a while though, as i&#39;m sure you&#39;re aware",547f1bcb3c7d9a685937b3aa,,,2014-12-03T14:18:51.957Z,"thanks, i spent a lot of time on it. i love doing dev and design. takes a while though, as i'm sure you're aware",,danbartlett
24pullrequests/24pullrequests,Ruby,is it still morning?,547f1bd93c7d9a685937b3ad,,,2014-12-03T14:19:05.445Z,is it still morning?,,andrew
24pullrequests/24pullrequests,Ruby,9 am EST ,547f1c0b3c7d9a685937b3b6,,,2014-12-03T14:19:55.670Z,9 am EST ,,arthurnn
24pullrequests/24pullrequests,Ruby,=),547f1c0c3214a9bf2b42858b,,,2014-12-03T14:19:56.536Z,=),,arthurnn
24pullrequests/24pullrequests,Ruby,just got to work,547f1c103214a9bf2b42858c,,,2014-12-03T14:20:00.274Z,just got to work,,arthurnn
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""danbartlett"" class=""mention"">@danbartlett</span> can I outsource my meditation to someone else?",547f1c766bb3149254910185,,danbartlett,2014-12-03T14:21:42.474Z,#NAME?,,andrew
24pullrequests/24pullrequests,Ruby,i expect there plenty of people on elance who would be more than willing to help you out with that ;),547f1ca56bb3149254910190,,,2014-12-03T14:22:29.704Z,i expect there plenty of people on elance who would be more than willing to help you out with that ;),,danbartlett
24pullrequests/24pullrequests,Ruby,so there&#39;s a codebar at GoCardless? Thank  Zeus for lurking powers!!!!,547f2b2f3214a9bf2b4287e5,,,2014-12-03T15:24:31.304Z,so there's a codebar at GoCardless? Thank  Zeus for lurking powers!!!!,,orliesaurus
24pullrequests/24pullrequests,Ruby,"yes, im still working on the event page. :\ getting there..",547f2b8d3c7d9a685937b5dc,,,2014-12-03T15:26:05.404Z,"yes, im still working on the event page. :\ getting there..",,despo
24pullrequests/24pullrequests,Ruby,"It&#39;s up! <a href=""http://24pullrequests.com/events/8"" rel=""nofollow"" target=""_blank"" class=""link"">http://24pullrequests.com/events/8</a>",547f441a3c7d9a685937b977,,,2014-12-03T17:10:50.936Z,It's up! http://24pullrequests.com/events/8,http://24pullrequests.com/events/8,despo
24pullrequests/24pullrequests,Ruby,"Great work <span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span>",547f4f896bb31492549108ec,,despo,2014-12-03T17:59:37.564Z,Great work @despo,,andrew
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""barisbalic"" class=""mention"">@barisbalic</span> are dogs allowed in the GC Office?",547f4f9d3c7d9a685937bafd,,barisbalic,2014-12-03T17:59:57.870Z,#NAME?,,andrew
24pullrequests/24pullrequests,Ruby,yes!,547f4fbb3c7d9a685937bb02,,,2014-12-03T18:00:27.644Z,yes!,,despo
24pullrequests/24pullrequests,Ruby,What about bears,547f4fbb3214a9bf2b428d26,,,2014-12-03T18:00:27.952Z,What about bears,,orliesaurus
24pullrequests/24pullrequests,Ruby,i checked with him last night,547f4fc23c7d9a685937bb04,,,2014-12-03T18:00:34.172Z,i checked with him last night,,despo
24pullrequests/24pullrequests,Ruby,"and of course thanks to <span data-link-type=""mention"" data-screen-name=""barisbalic"" class=""mention"">@barisbalic</span> for saving the day and helping me out!",547f4fd23c7d9a685937bb08,,barisbalic,2014-12-03T18:00:50.081Z,and of course thanks to @barisbalic for saving the day and helping me out!,,despo
24pullrequests/24pullrequests,Ruby,or else i would have still been trying to find a venue :P,547f4fdb3214a9bf2b428d2a,,,2014-12-03T18:00:59.944Z,or else i would have still been trying to find a venue :P,,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""andrew"" class=""mention"">@andrew</span> so looking forward to meeting Felix!",547f4ffc6bb3149254910906,,andrew,2014-12-03T18:01:32.790Z,@andrew so looking forward to meeting Felix!,,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""orliesaurus"" class=""mention"">@orliesaurus</span> bears are mandatory!",547f4fff63d7144c60c96cbe,,orliesaurus,2014-12-03T18:01:35.078Z,@orliesaurus bears are mandatory!,,barisbalic
24pullrequests/24pullrequests,Ruby,"anw need to run, workshop soon.",547f50066bb314925491090a,,,2014-12-03T18:01:42.634Z,"anw need to run, workshop soon.",,despo
24pullrequests/24pullrequests,Ruby,good luck!,547f501863d7144c60c96cc0,,,2014-12-03T18:02:00.880Z,good luck!,,barisbalic
24pullrequests/24pullrequests,Ruby,"Great, I&#39;ll bring Felix and Lauren up",547f501e3c7d9a685937bb11,,,2014-12-03T18:02:06.225Z,"Great, I'll bring Felix and Lauren up",,andrew
